Month,Month Label,Economy,Economy Label,Index (Average M2 2023 = 100),Index (Average M2 2023 = 100) Footnote,Index (Average M2 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value
2019M08,"Aug. 2019",548,"Vanuatu",22.14104,,,-0.3398,,,,,"No value reported or collected"
2019M08,"Aug. 2019",862,"Venezuela (Bolivarian Rep. of)",48.57458,,,-1.6532,,,,,"No value reported or collected"
2019M08,"Aug. 2019",704,"Viet Nam",309.33034,,,-0.5223,,,,,"No value reported or collected"
2019M08,"Aug. 2019",876,"Wallis and Futuna Islands",5.05057,,,-9.0013,,,,,"No value reported or collected"
2019M08,"Aug. 2019",887,"Yemen",19.29473,,,25.4854,,,,,"No value reported or collected"
2019M11,"Nov. 2019",008,"Albania",19.5214,,,29.9411,,,,,"No value reported or collected"
2019M11,"Nov. 2019",012,"Algeria",73.23973,,,4.7263,,,,,"No value reported or collected"
2019M11,"Nov. 2019",016,"American Samoa",27.08819,,,5.2583,,,,,"No value reported or collected"
2019M11,"Nov. 2019",024,"Angola",73.72665,,,17.5416,,,,,"No value reported or collected"
2019M11,"Nov. 2019",660,"Anguilla",13.99378,,,-23.5412,,,,,"No value reported or collected"
2019M11,"Nov. 2019",028,"Antigua and Barbuda",18.42568,,,18.6719,,,,,"No value reported or collected"
2019M11,"Nov. 2019",032,"Argentina",103.2879,,,-1.7812,,,,,"No value reported or collected"
2019M11,"Nov. 2019",533,"Aruba",26.09741,,,-19.9999,,,,,"No value reported or collected"
2019M11,"Nov. 2019",036,"Australia",141.17241,,,-2.6922,,,,,"No value reported or collected"
2019M11,"Nov. 2019",044,"Bahamas",81.98636,,,16.2316,,,,,"No value reported or collected"
2019M11,"Nov. 2019",048,"Bahrain",24.15702,,,-49.8179,,,,,"No value reported or collected"
2019M11,"Nov. 2019",050,"Bangladesh",60.25189,,,-11.704,,,,,"No value reported or collected"
2019M11,"Nov. 2019",052,"Barbados",33.23,,,-3.2937,,,,,"No value reported or collected"
2019M11,"Nov. 2019",056,"Belgium",370.97617,,,-0.6928,,,,,"No value reported or collected"
2019M11,"Nov. 2019",084,"Belize",30.51821,,,4.0849,,,,,"No value reported or collected"
2019M11,"Nov. 2019",204,"Benin",55.83228,,,-12.6637,,,,,"No value reported or collected"
2019M11,"Nov. 2019",060,"Bermuda",7.98463,,,2.7031,,,,,"No value reported or collected"
2019M11,"Nov. 2019",535,"Bonaire, Sint Eustatius and Saba",9.86565,,,-43.2328,,,,,"No value reported or collected"
2019M11,"Nov. 2019",076,"Brazil",118.89095,,,-1.0549,,,,,"No value reported or collected"
2019M11,"Nov. 2019",092,"British Virgin Islands",24.77177,,,8.363,,,,,"No value reported or collected"
2019M11,"Nov. 2019",096,"Brunei Darussalam",22.23539,,,18.6186,,,,,"No value reported or collected"
2019M11,"Nov. 2019",100,"Bulgaria",24.01628,,,-2.8557,,,,,"No value reported or collected"
2019M11,"Nov. 2019",132,"Cabo Verde",19.18239,,,-4.2913,,,,,"No value reported or collected"
2019M11,"Nov. 2019",116,"Cambodia",32.64752,,,-4.689,,,,,"No value reported or collected"
2019M11,"Nov. 2019",120,"Cameroon",54.86808,,,-22.229,,,,,"No value reported or collected"
2019M11,"Nov. 2019",124,"Canada",160.87808,,,1.6731,,,,,"No value reported or collected"
2019M11,"Nov. 2019",136,"Cayman Islands",8.78914,,,47.6098,,,,,"No value reported or collected"
2019M11,"Nov. 2019",152,"Chile",94.80195,,,-7.896,,,,,"No value reported or collected"
2019M11,"Nov. 2019",156,"China",1004.04491,,,1.3173,,,,,"No value reported or collected"
2019M11,"Nov. 2019",344,"China, Hong Kong SAR",435.98661,,,-4.8852,,,,,"No value reported or collected"
2019M11,"Nov. 2019",158,"China, Taiwan Province of",368.60621,,,6.8264,,,,,"No value reported or collected"
2019M11,"Nov. 2019",162,"Christmas Island",4.34381,,,0,,,,,"No value reported or collected"
2019M11,"Nov. 2019",170,"Colombia",175.33181,,,5.0822,,,,,"No value reported or collected"
2019M11,"Nov. 2019",174,"Comoros",18.86371,,,17.3489,,,,,"No value reported or collected"
2019M11,"Nov. 2019",178,"Congo",72.40695,,,12.3104,,,,,"No value reported or collected"
2019M11,"Nov. 2019",184,"Cook Islands",7.728,,,0.0144,,,,,"No value reported or collected"
2019M11,"Nov. 2019",188,"Costa Rica",91.52887,,,9.4068,,,,,"No value reported or collected"
2019M11,"Nov. 2019",384,"Cote d'Ivoire",70.04936,,,3.1129,,,,,"No value reported or collected"
2019M11,"Nov. 2019",191,"Croatia",62.09876,,,10.0533,,,,,"No value reported or collected"
2019M11,"Nov. 2019",192,"Cuba",23.92513,,,-23.3525,,,,,"No value reported or collected"
2019M11,"Nov. 2019",531,"Curacao",26.09741,,,-17.9597,,,,,"No value reported or collected"
2019M11,"Nov. 2019",196,"Cyprus",57.98176,,,11.4723,,,,,"No value reported or collected"
2019M11,"Nov. 2019",180,"Dem. Rep. of the Congo",24.60601,,,3.8247,,,,,"No value reported or collected"
2019M11,"Nov. 2019",208,"Denmark",105.59379,,,4.638,,,,,"No value reported or collected"
2019M11,"Nov. 2019",262,"Djibouti",75.04282,,,-8.7995,,,,,"No value reported or collected"
2019M11,"Nov. 2019",212,"Dominica",25.36779,,,13.0031,,,,,"No value reported or collected"
2019M11,"Nov. 2019",214,"Dominican Republic",130.78429,,,-0.9249,,,,,"No value reported or collected"
2019M11,"Nov. 2019",218,"Ecuador",102.2073,,,10.0919,,,,,"No value reported or collected"
2019M11,"Nov. 2019",818,"Egypt",217.78845,,,7.2054,,,,,"No value reported or collected"
2019M11,"Nov. 2019",222,"El Salvador",32.58646,,,1.8026,,,,,"No value reported or collected"
2019M11,"Nov. 2019",226,"Equatorial Guinea",35.77123,,,2.2587,,,,,"No value reported or collected"
2019M11,"Nov. 2019",232,"Eritrea",9.41498,,,0,,,,,"No value reported or collected"
2019M11,"Nov. 2019",233,"Estonia",36.62912,,,-3.9676,,,,,"No value reported or collected"
2019M11,"Nov. 2019",234,"Faroe Islands",14.8851,,,-9.5396,,,,,"No value reported or collected"
2019M11,"Nov. 2019",242,"Fiji",37.47803,,,-0.0513,,,,,"No value reported or collected"
2019M11,"Nov. 2019",246,"Finland",69.12984,,,-7.0242,,,,,"No value reported or collected"
2019M11,"Nov. 2019",250,"France",295.08052,,,3.6079,,,,,"No value reported or collected"
2019M11,"Nov. 2019",254,"French Guiana",16.09019,,,-7.7606,,,,,"No value reported or collected"
2019M11,"Nov. 2019",258,"French Polynesia",41.51494,,,16.673,,,,,"No value reported or collected"
2019M11,"Nov. 2019",266,"Gabon",39.03482,,,-4.6324,,,,,"No value reported or collected"
2019M11,"Nov. 2019",270,"Gambia",15.509,,,-6.6386,,,,,"No value reported or collected"
2019M11,"Nov. 2019",268,"Georgia",22.29224,,,1.9038,,,,,"No value reported or collected"
2019M11,"Nov. 2019",276,"Germany",354.77856,,,-0.6577,,,,,"No value reported or collected"
2019M11,"Nov. 2019",288,"Ghana",94.11267,,,26.9034,,,,,"No value reported or collected"
2019M11,"Nov. 2019",292,"Gibraltar",7.39448,,,25.7682,,,,,"No value reported or collected"
2019M11,"Nov. 2019",300,"Greece",184.68615,,,4.5385,,,,,"No value reported or collected"
2019M11,"Nov. 2019",304,"Greenland",5.51525,,,0,,,,,"No value reported or collected"
2019M11,"Nov. 2019",308,"Grenada",24.80228,,,13.4777,,,,,"No value reported or collected"
2019M11,"Nov. 2019",312,"Guadeloupe",48.15461,,,11.1805,,,,,"No value reported or collected"
2019M11,"Nov. 2019",316,"Guam",23.53713,,,5.5329,,,,,"No value reported or collected"
2019M11,"Nov. 2019",320,"Guatemala",98.10003,,,-2.4234,,,,,"No value reported or collected"
2019M11,"Nov. 2019",324,"Guinea",35.21515,,,4.2575,,,,,"No value reported or collected"
2019M11,"Nov. 2019",624,"Guinea-Bissau",10.01031,,,-7.9675,,,,,"No value reported or collected"
2019M11,"Nov. 2019",328,"Guyana",38.86439,,,-7.9846,,,,,"No value reported or collected"
2019M11,"Nov. 2019",332,"Haiti",37.30648,,,-11.1217,,,,,"No value reported or collected"
2019M11,"Nov. 2019",340,"Honduras",53.26792,,,-5.4458,,,,,"No value reported or collected"
2019M11,"Nov. 2019",352,"Iceland",21.24238,,,-2.6314,,,,,"No value reported or collected"
2019M11,"Nov. 2019",356,"India",245.45453,,,-3.9082,,,,,"No value reported or collected"
2019M11,"Nov. 2019",360,"Indonesia",225.16034,,,0.2885,,,,,"No value reported or collected"
2019M11,"Nov. 2019",364,"Iran (Islamic Republic of)",52.41718,,,0.708,,,,,"No value reported or collected"
2019M11,"Nov. 2019",368,"Iraq",63.07945,,,-8.741,,,,,"No value reported or collected"
2019M11,"Nov. 2019",372,"Ireland",54.64667,,,-3.5683,,,,,"No value reported or collected"
2019M11,"Nov. 2019",376,"Israel",116.16321,,,4.2626,,,,,"No value reported or collected"
2019M11,"Nov. 2019",380,"Italy",277.75596,,,-2.5404,,,,,"No value reported or collected"
2019M11,"Nov. 2019",388,"Jamaica",95.89191,,,-3.5853,,,,,"No value reported or collected"
2019M11,"Nov. 2019",392,"Japan",420.79591,,,2.2698,,,,,"No value reported or collected"
2019M11,"Nov. 2019",400,"Jordan",67.11831,,,-8.7363,,,,,"No value reported or collected"
2019M11,"Nov. 2019",404,"Kenya",61.83357,,,1.5885,,,,,"No value reported or collected"
2019M11,"Nov. 2019",296,"Kiribati",15.17649,,,200.4909,,,,,"No value reported or collected"
2019M11,"Nov. 2019",414,"Kuwait",40.81908,,,-2.3967,,,,,"No value reported or collected"
2019M11,"Nov. 2019",428,"Latvia",33.95048,,,9.4927,,,,,"No value reported or collected"
2019M11,"Nov. 2019",422,"Lebanon",99.23427,,,-5.5493,,,,,"No value reported or collected"
2019M11,"Nov. 2019",430,"Liberia",21.603,,,0.9093,,,,,"No value reported or collected"
2019M11,"Nov. 2019",434,"Libya",56.00339,,,-0.695,,,,,"No value reported or collected"
2019M11,"Nov. 2019",440,"Lithuania",51.68367,,,-15.9827,,,,,"No value reported or collected"
2019M11,"Nov. 2019",450,"Madagascar",28.99069,,,-11.0604,,,,,"No value reported or collected"
2019M11,"Nov. 2019",458,"Malaysia",463.64803,,,0.322,,,,,"No value reported or collected"
2019M11,"Nov. 2019",462,"Maldives",17.50632,,,-1.9499,,,,,"No value reported or collected"
2019M11,"Nov. 2019",470,"Malta",117.17981,,,-17.9968,,,,,"No value reported or collected"
2019M11,"Nov. 2019",584,"Marshall Islands",22.55845,,,75.8328,,,,,"No value reported or collected"
2019M11,"Nov. 2019",474,"Martinique",40.36124,,,22.9306,,,,,"No value reported or collected"
2019M11,"Nov. 2019",478,"Mauritania",28.98177,,,1.7718,,,,,"No value reported or collected"
2019M11,"Nov. 2019",480,"Mauritius",73.15076,,,2.2521,,,,,"No value reported or collected"
2019M11,"Nov. 2019",175,"Mayotte",19.59019,,,3.7344,,,,,"No value reported or collected"
2019M11,"Nov. 2019",484,"Mexico",180.55769,,,8.7653,,,,,"No value reported or collected"
2019M11,"Nov. 2019",583,"Micronesia (Federated States of)",12.82949,,,0,,,,,"No value reported or collected"
2019M11,"Nov. 2019",499,"Montenegro",15.4755,,,66.6621,,,,,"No value reported or collected"
2019M11,"Nov. 2019",500,"Montserrat",13.99378,,,0,,,,,"No value reported or collected"
2019M11,"Nov. 2019",504,"Morocco",202.84502,,,0.0104,,,,,"No value reported or collected"
2019M11,"Nov. 2019",508,"Mozambique",41.45716,,,0.8449,,,,,"No value reported or collected"
2019M11,"Nov. 2019",104,"Myanmar",37.53255,,,-7.5664,,,,,"No value reported or collected"
2019M11,"Nov. 2019",516,"Namibia",44.27405,,,5.232,,,,,"No value reported or collected"
2019M11,"Nov. 2019",520,"Nauru",4.32275,,,-13.5484,,,,,"No value reported or collected"
2019M11,"Nov. 2019",528,"Netherlands (Kingdom of the)",413.0959,,,2.5531,,,,,"No value reported or collected"
2019M11,"Nov. 2019",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2019M11,"Nov. 2019",540,"New Caledonia",39.19911,,,9.4912,,,,,"No value reported or collected"
2019M11,"Nov. 2019",554,"New Zealand",91.47516,,,-0.7631,,,,,"No value reported or collected"
2019M11,"Nov. 2019",558,"Nicaragua",22.25057,,,5.7049,,,,,"No value reported or collected"
2019M11,"Nov. 2019",566,"Nigeria",80.46414,,,2.9018,,,,,"No value reported or collected"
2019M11,"Nov. 2019",574,"Norfolk Island",2.50278,,,0,,,,,"No value reported or collected"
2019M11,"Nov. 2019",580,"Northern Mariana Islands",16.3833,,,-1.2409,,,,,"No value reported or collected"
2019M11,"Nov. 2019",578,"Norway",69.75604,,,17.627,,,,,"No value reported or collected"
2019M11,"Nov. 2019",512,"Oman",146.61593,,,-3.8327,,,,,"No value reported or collected"
2019M11,"Nov. 2019",586,"Pakistan",111.30666,,,-6.8637,,,,,"No value reported or collected"
2019M11,"Nov. 2019",585,"Palau",8.34876,,,-9.6068,,,,,"No value reported or collected"
2019M11,"Nov. 2019",591,"Panama",193.98541,,,6.2892,,,,,"No value reported or collected"
2019M11,"Nov. 2019",598,"Papua New Guinea",43.55375,,,-2.3275,,,,,"No value reported or collected"
2019M11,"Nov. 2019",600,"Paraguay",8.75532,,,31.2028,,,,,"No value reported or collected"
2019M11,"Nov. 2019",604,"Peru",121.13441,,,2.4234,,,,,"No value reported or collected"
2019M11,"Nov. 2019",608,"Philippines",165.41287,,,-5.0022,,,,,"No value reported or collected"
2019M11,"Nov. 2019",616,"Poland",133.44907,,,13.2492,,,,,"No value reported or collected"
2019M11,"Nov. 2019",620,"Portugal",146.34739,,,-20.5845,,,,,"No value reported or collected"
2019M11,"Nov. 2019",630,"Puerto Rico",53.4168,,,23.7542,,,,,"No value reported or collected"
2019M11,"Nov. 2019",634,"Qatar",87.82619,,,-4.9018,,,,,"No value reported or collected"
2019M11,"Nov. 2019",410,"Republic of Korea",559.25543,,,1.0733,,,,,"No value reported or collected"
2019M11,"Nov. 2019",498,"Republic of Moldova",3.64284,,,0,,,,,"No value reported or collected"
2019M11,"Nov. 2019",638,"Reunion",54.66147,,,23.7906,,,,,"No value reported or collected"
2019M11,"Nov. 2019",642,"Romania",58.99106,,,-2.1177,,,,,"No value reported or collected"
2019M11,"Nov. 2019",643,"Russian Federation",192.09123,,,-4.1273,,,,,"No value reported or collected"
2019M11,"Nov. 2019",659,"Saint Kitts and Nevis",24.77177,,,-4.9193,,,,,"No value reported or collected"
2019M11,"Nov. 2019",662,"Saint Lucia",21.11278,,,-13.9281,,,,,"No value reported or collected"
2019M11,"Nov. 2019",670,"Saint Vincent and the Grenadines",25.16807,,,2.6847,,,,,"No value reported or collected"
2019M11,"Nov. 2019",882,"Samoa",30.34854,,,4.6711,,,,,"No value reported or collected"
2019M11,"Nov. 2019",678,"Sao Tome and Principe",18.1423,,,17.2457,,,,,"No value reported or collected"
2019M11,"Nov. 2019",682,"Saudi Arabia",215.95413,,,2.2129,,,,,"No value reported or collected"
2019M11,"Nov. 2019",686,"Senegal",50.41918,,,-4.5654,,,,,"No value reported or collected"
2019M11,"Nov. 2019",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2019M11,"Nov. 2019",690,"Seychelles",25.76237,,,1.3667,,,,,"No value reported or collected"
2019M11,"Nov. 2019",694,"Sierra Leone",15.63433,,,-12.2265,,,,,"No value reported or collected"
2019M11,"Nov. 2019",702,"Singapore",558.4493,,,-5.6694,,,,,"No value reported or collected"
2019M11,"Nov. 2019",534,"Sint Maarten (Dutch part)",40.90362,,,1.0746,,,,,"No value reported or collected"
2019M11,"Nov. 2019",705,"Slovenia",75.37656,,,10.1317,,,,,"No value reported or collected"
2019M11,"Nov. 2019",090,"Solomon Islands",30.84858,,,-10.408,,,,,"No value reported or collected"
2019M11,"Nov. 2019",706,"Somalia",28.05972,,,5.1445,,,,,"No value reported or collected"
2019M11,"Nov. 2019",710,"South Africa",115.8768,,,0.3121,,,,,"No value reported or collected"
2019M11,"Nov. 2019",724,"Spain",363.79423,,,-1.0369,,,,,"No value reported or collected"
2019M11,"Nov. 2019",144,"Sri Lanka",212.15436,,,-1.7918,,,,,"No value reported or collected"
2019M11,"Nov. 2019",729,"Sudan",22.99434,,,-1.3191,,,,,"No value reported or collected"
2019M11,"Nov. 2019",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2019M11,"Nov. 2019",740,"Suriname",39.42053,,,9.1751,,,,,"No value reported or collected"
2019M11,"Nov. 2019",752,"Sweden",116.39852,,,-0.2395,,,,,"No value reported or collected"
2019M11,"Nov. 2019",760,"Syrian Arab Republic",32.38724,,,-3.2559,,,,,"No value reported or collected"
2019M11,"Nov. 2019",764,"Thailand",218.15886,,,-0.5295,,,,,"No value reported or collected"
2019M11,"Nov. 2019",626,"Timor-Leste",11.2689,,,0,,,,,"No value reported or collected"
2019M11,"Nov. 2019",768,"Togo",81.85132,,,-4.9279,,,,,"No value reported or collected"
2019M11,"Nov. 2019",776,"Tonga",21.01696,,,-18.8191,,,,,"No value reported or collected"
2019M11,"Nov. 2019",780,"Trinidad and Tobago",65.06355,,,3.7438,,,,,"No value reported or collected"
2019M11,"Nov. 2019",788,"Tunisia",38.01072,,,-5.895,,,,,"No value reported or collected"
2019M11,"Nov. 2019",792,"Turkiye",232.1926,,,0.328,,,,,"No value reported or collected"
2019M11,"Nov. 2019",796,"Turks and Caicos Islands",4.12978,,,,,"No value reported or collected",,,"No value reported or collected"
2019M11,"Nov. 2019",798,"Tuvalu",5.05057,,,0,,,,,"No value reported or collected"
2019M11,"Nov. 2019",804,"Ukraine",65.11991,,,-1.7447,,,,,"No value reported or collected"
2019M11,"Nov. 2019",784,"United Arab Emirates",280.09616,,,-0.3127,,,,,"No value reported or collected"
2019M11,"Nov. 2019",826,"United Kingdom",400.63646,,,2.6423,,,,,"No value reported or collected"
2019M11,"Nov. 2019",834,"United Republic of Tanzania",51.05265,,,-9.8313,,,,,"No value reported or collected"
2019M11,"Nov. 2019",840,"United States",486.97206,,,2.3757,,,,,"No value reported or collected"
2019M11,"Nov. 2019",850,"United States Virgin Islands",22.70885,,,0.6592,,,,,"No value reported or collected"
2019M11,"Nov. 2019",858,"Uruguay",84.03818,,,-5.0972,,,,,"No value reported or collected"
2019M11,"Nov. 2019",548,"Vanuatu",23.49364,,,6.109,,,,,"No value reported or collected"
2019M11,"Nov. 2019",862,"Venezuela (Bolivarian Rep. of)",43.91744,,,-11.0823,,,,,"No value reported or collected"
2019M11,"Nov. 2019",704,"Viet Nam",311.21485,,,-1.3174,,,,,"No value reported or collected"
2019M11,"Nov. 2019",876,"Wallis and Futuna Islands",5.05057,,,0,,,,,"No value reported or collected"
2019M11,"Nov. 2019",887,"Yemen",20.67403,,,42.081,,,,,"No value reported or collected"
2020M02,"Feb. 2020",008,"Albania",18.37007,,,21.5728,,,,,"No value reported or collected"
2020M02,"Feb. 2020",012,"Algeria",69.42623,,,7.5079,,,,,"No value reported or collected"
2020M02,"Feb. 2020",016,"American Samoa",28.65962,,,11.3645,,,,,"No value reported or collected"
2020M02,"Feb. 2020",024,"Angola",69.35348,,,12.2892,,,,,"No value reported or collected"
2020M02,"Feb. 2020",660,"Anguilla",13.99378,,,0,,,,,"No value reported or collected"
2020M02,"Feb. 2020",028,"Antigua and Barbuda",18.42568,,,24.0859,,,,,"No value reported or collected"
2020M02,"Feb. 2020",032,"Argentina",96.11611,,,-3.5669,,,,,"No value reported or collected"
2020M02,"Feb. 2020",533,"Aruba",28.97657,,,-11.9801,,,,,"No value reported or collected"
2020M02,"Feb. 2020",036,"Australia",138.5956,,,-5.2936,,,,,"No value reported or collected"
2020M02,"Feb. 2020",044,"Bahamas",84.82569,,,15.8901,,,,,"No value reported or collected"
2020M02,"Feb. 2020",048,"Bahrain",24.03269,,,-47.4744,,,,,"No value reported or collected"
2020M02,"Feb. 2020",050,"Bangladesh",63.63186,,,-0.3875,,,,,"No value reported or collected"
2020M02,"Feb. 2020",052,"Barbados",32.57059,,,-5.2121,,,,,"No value reported or collected"
